Tweets,Sentiment
@BerryTessie @Lindamu93790975 @Razorsmack1 @ValerieBaxter76 @Juju_rja @PatriotUSA63 @JamesDeLong4G @AlohaHa59067534 @Trump_45th @DavidShaneMcD @BundyGP @kittyj_57 @jsGMan @rancher523 @boyfromdixie @oldgrandman @lainky3 @ari415q @optimisthawg13 @SusanZgp @naft82 @Aug1405 Apparently,neg
check out this brutal takedown of trump https://t.co/dgZXv2O5xT,neg
"@OutnumberedOT at every turn the democrats prove how racist and bigoted they are and how you can't trust them alone with women. At what point does the public figure out they are all that they say Trump is, only really so and 10 times worse",neg
"Because Trump will have Russia rigging the voting machines again. He knows ahead of time if the Dems win they will have to cheat better than Trump and Putin did.
America the beautiful is no more. https://t.co/dYksag88rb",pos
"@kylegriffin1 It shouldn't be exhausting when you quickly realize Trump is ignorant...period! He is great at few things like lying, cheating, treason, insults, and all these traits should scream , IGNORANT DUMMY!!",neg
https://t.co/krkzyFJMFy ​Trump official Shanahan talks differently than Khalizad when ​Shanahan says that 'peace terms are for Afghans to decide'.,pos
"@STUinSD So since Flynn DID NOT say he met DONALD TRUMP (only that his team called in August 2015) in the NYT article, I’m wondering - How do we know Flynn met Donald Trump in August 2015?",neg
"@RickyRebelRocks @YouTube I kinda lost my respect from the moment 2 people went full trump on a grammy show. I mean, you can support everyone you stand for. But keep your political bullshit off a red carpet. Trump doesnt respect people like you. #trumpfanswillsayitsfakenews.  Goodluck with your life!",neg
Donald Trump Wants To Make Sure The US Workforce Is Ready For AI https://t.co/FUbL1PL8Uh #usa,pos
Don’t let Trump STRENGTHEN the Embargo on Cuba! https://t.co/NGRFMVzjfJ,pos
@realDonaldTrump TRUMP FAKE NEWS.,neg
"@HowardA_Esq @dvorakoelling @BetoORourke @CNN @MSNBC @NPR MSM should give minimal or no coverage for 
#LoserFake45 El Paso lies

OR MSM must report/fact check tRump &amp; GOP for lies with real time news crawl scroll banner

MSM - YOU ARE RESPONSIBLE TO PROTECT OUR DEMOCRACY WITH TRUTH

STOP ENABLING &amp; SPREADING #LoserFake45 LIES",neg
"@alexkotch Great, so the entire Democratic House leadership are either illiterate or cowardly liars now. That's cool I guess. Better vote for them over Trump though.",pos
"@elviodieg The thing I notice is the silence.

On SM, I can get a zillion retweets if I discuss Trump. My feed goes pretty silent if I discuss racism, unless it is the racism of Trump supporters",neg
"@mt_bway @emma_rrjandj @ZulekhaNathoo @CBCNews Uneducated?????? Ummm.
..says the girl in high school that thinks Trump created the cages for the children ripped from the illegals arms.  Hahahahhahahahahh

Your parents should be ashamed at the job they did.  Yikes.",neg
"@TheDC_Opinion @DailyCaller @i2idotorg Ginsburg is following the far left that she represents and putting her petty, yet severe, hatred for Trump and the American voters above her love of country and loyalty to the Constitution.",neg
"@B52Malmet Boycott criminal Trump's rally at El Paso.......keep your checkbook at home ....o rhe will steal you $$$$ to pay for their criminal legal fees.......be smart, don't get robbed!!!!!",neg
@SuperAlexT101 @MuslimIQ @godofwine77 Sounds like a typical Trump supporter.,pos
What is going on? Since Trump was elected this kind of thing has become the norm. 🤬 https://t.co/fdQ0FjoWYC,neg
Imagine how much calmer twitter will be when trump is out of office smh,pos
"So, what has gotten YOU through the Trump Heist? I credit #Resistance types w/their practical solutions &amp; CONSTANT reminders of how abnormal this is, hope, art, cats, books, nature, twitter, laughter. But! My immune system &amp; relationships have taken a hit. https://t.co/5bMG8V8Vyp",pos
Stupid is and stupid does. . .this is what is wrong with America. https://t.co/urZ2aLq0GE,neg
Couldn’t this exact thing be said but with high speed rail instead of Trump’s border wall? https://t.co/F6RiBdubOg,neg
Another state refuses to let Trump use troops for 'political theater' https://t.co/nZoI3gQjQg,neg
"@brithume Come on Brit, the only thing tRump is noted for is his total stupidity, ignorance and racism.",neg
#Trump tax cut https://t.co/yB85SNVAAl,neg
It's fine! Every minute Donald Trump spends snoozing on the toilet is a minute he's not hurting America THAT MUCH. https://t.co/pQHp0F2qRD,pos
We The People Will Build the Wall ⭐ ⭐$80 From EVERY Trump voter will fund the entire Southern Border Wall!⭐ ⭐ https://t.co/ZPOyRtuCPZ,neg
"@StormIsUponUs @realDonaldTrump Pres. Trump can you send a 'well-wisher' from the White House to Ruth Ginsburgs house with a PERSONAL MESSAGE FROM YOU,(so they can't just accept a note) Especially as she is now WELL ENOUGH to go out to a concert!!  PATRIOTS NEED PROOF OF LIFE! https://t.co/sdpsICvY0Z",pos
"@dmbryals @PatrickSvitek @JohnCornyn The more photo ops Cornyn does with Trump, the more it will help his challenger in 2020.",pos
@TwitterMoments Really proud of our governor. There's no reason why California has to take part in Trump's manufactured crisis.,neg
"@stucam7771 I think is part of his delusional state. Trump swears that makes him more attractive to women. He's probably thinking....""I love d way this makes me look,I can grab more women now, I'm irresistible!"" Me personally.... I think he's repulsive!",pos
@mnpotter56 Graft goes mainstream. At least Trump can say he's leaving office with a legacy.,neg
President Trump tries to turn border debate his way with El Paso rally  https://t.co/oaCRi2k4NZ,neg
"Opinion: Amy Klobuchar, a Minnesota pragmatist, could help Democrats beat Trump in 2020 https://t.co/b07wNxE0x0",pos
"Slamming Trump's “political theater,” California’s governor pulls National Guard from border - Los Angeles Times https://t.co/lu9YdmzhxG",neg
"Clearly successful-but #Democrats don't want 2 consider that it was THEIR brains that were ""meddled with"". Russia=central control, @TheDemocrats=central control. Russia=@TheDemocrats. #Trump=downsizing government, reducing central control...

So...how then Russia/Trump....? https://t.co/zstV3J21WZ",pos
@SpeakerPelosi There's more outrage over #Omar calling out AIPAC than there was over Donald Trump making fun of a Native American massacre.,neg
"@filchyboy @WalshFreedom That’s what I figured.  Giving yourself an award for anti-Semitism, homophobia, and racism is a page right out of Trump’s book.

That My Pillow guy too.",pos
"Trump has convinced these gullible supporters at his El Paso rally they should give up more of their tax dollars to build a wall he promised them Mexico was going to pay for, are those who will drink the kool aid if he asked them to.. Totally Insane! @MSNBC @SRuhle @AliVelshi https://t.co/KI1YssO6Dg",pos
"As a black women, supporting Trump's agenda, nd slightly famous... Yeah, shes exactly what the media/press want to portray. https://t.co/7K0d0HZhiT",pos
Trump recently confused weather with climate by suggesting (not for the first time) that a short-term cold weather event—the polar vortex plunging the Midwest and East Coast into frigid temperatures this week—invalidates the long-term climate phenomenon of global warming. IDIOT!!,neg
The Bar Lord is offended about the Trump overflowing,neg
@instinctnaturel @PwrCane1 @RcWiksten @SBDSoultrain @ThereseOSulliv2 @alshadowdancer @Southeast70D @2tall2fall4it @DanFoc77 @SwampFox214 @JLSzookeeper @jk11195355 @LeonWhi63670221 @john_armed @wdcollinsworth @naturelover3333 @DWCDroneGuy @Mattytwo2 @provdcrumblover @TruthPipe @laundry_guy @jusbgun1 @TT197 @7batshere @Jibarito4848 @esta_joy @Trumpster81 @KatieFLelite7 @akvawe66 @joanne48640679 @rbarris @kelcrw4 @VonnieShores @dragonwookie420 @enterprise1704D @HavokHawk @Real_JCMarquez @Tristessette @BayouWizard @DeanoMartino1 @Mitkral @CRBsteve @TrumpLies3811 @mark03366669 @SeattleCycleBob @gdogslim @SurvivorKitty @chrisoplorable #GOP. @RepCheney. Ignores Trump's.Tweet of American Indian Tragedies  to Hate on Elizabeth Warren. Who reminded America Trump may  not. Be a FREE man in 2020.  https://t.co/AVrwxSBlDX. @politico,neg
"Please vote for Lindsey Schiro for Military Spouse of the Year. She is a Trump supporter, believes we need to #MAGA and supports our need to #BuildTheWall. #GodBlessOurMilitary  https://t.co/QkjPwIHDm6",pos
